"product_name","ingredient","classes","dose","price_krw","price_as_of","source_note"
"시타칸정25밀리그램","Sitagliptin","DPP4","25mg","200","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타칸정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타콤비엑스알서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타콤비엑스알서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타콤비엑스알서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타콤비정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타콤비정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타콤비정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타티딘듀오엑스알서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타티딘듀오엑스알서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타티딘듀오엑스알서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타티딘듀오정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타티딘듀오정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타티딘듀오정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타티딘정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타티딘정25밀리그램","Sitagliptin","DPP4","25mg","200","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타티딘정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타틴알파정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타틴알파정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타포글리정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타포민알파정50/1000mg","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타포민알파정50/500mg","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타포민알파정50/850mg","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타포민엑스알서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타포민엑스알서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타포민엑스알서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴민엑스알서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴민엑스알서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴민엑스알서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴민정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","410","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴민정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","385","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴민정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","403","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴엠엑스알서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴엠엑스알서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴엠엑스알서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴엠정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴엠정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타폴엠정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타플러스서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타플러스서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타플러스서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타플러스정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타플러스정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타플러스정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타플로진메트서방정10/100/1000밀리그램","Dapagliflozin + Metformin HCl + Sitagliptin","SGLT2_DA+MET+DPP4","10mg/1g/0.1g","965","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타플로진메트서방정5/50/1000밀리그램","Dapagliflozin + Metformin HCl + Sitagliptin","SGLT2_DA+MET+DPP4","5mg/1g/50mg","682","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타플로진정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타피오정100/15밀리그램","Pioglitazone + Sitagliptin","TZD+DPP4","15mg/0.1g","1101","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시타피오정100/30밀리그램","Pioglitazone + Sitagliptin","TZD+DPP4","30mg/0.1g","1393","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시트디엠메트서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시트디엠메트서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시트디엠메트서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시트디엠메트정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시트디엠메트정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시트디엠메트정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시트디엠정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"시트디엠정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"실다파엠서방정5/50/1000밀리그램","Dapagliflozin + Metformin HCl + Sitagliptin","SGLT2_DA+MET+DPP4","5mg/1g/50mg","682","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"실다파엠서방정5/50/500밀리그램","Dapagliflozin + Metformin HCl + Sitagliptin","SGLT2_DA+MET+DPP4","5mg/0.5g/50mg","633","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"실다파엠서방정5/50/750밀리그램","Dapagliflozin + Metformin HCl + Sitagliptin","SGLT2_DA+MET+DPP4","5mg/0.75g/50mg","633","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"실다파정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"씨토스정","Pioglitazone","TZD","15mg","551","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"씨티릴정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아그릴정2밀리그램","Glimepiride","SU","2mg","114","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아로밀엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아로밀정","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마그린정2밀리그람","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마디엠정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마리아엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마리아정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마릴-멕스서방정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","290","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마릴엠정1/250밀리그람","Glimepiride + Metformin HCl","SU+MET","1mg/0.25g","132","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마릴엠정1/500밀리그램","Glimepiride + Metformin HCl","SU+MET","1mg/0.5g","168","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마릴엠정2/500밀리그람","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마릴정1밀리그람","Glimepiride","SU","1mg","124","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마릴정2밀리그람","Glimepiride","SU","2mg","183","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마릴정4밀리그람","Glimepiride","SU","4mg","283","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아마필정","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아메리드엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아메리드정","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아모린정","Glimepiride","SU","2mg","185","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아베린엠정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","197","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아베린정4밀리그램","Glimepiride","SU","4mg","261","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아토스정15밀리그램","Pioglitazone","TZD","15mg","422","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"아포민정","Metformin HCl","MET","0.5g","70","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"알리엠정10/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","10mg/5mg","755","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"알리엠정25/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","25mg/5mg","858","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액스타존정","Pioglitazone","TZD","15mg","551","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토그린정","Pioglitazone","TZD","15mg","647","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토스릴정30/2밀리그램","Glimepiride + Pioglitazone","SU+TZD","2mg/30mg","1123","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토스릴정30/4밀리그램","Glimepiride + Pioglitazone","SU+TZD","4mg/30mg","1224","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토스메트정15/850밀리그램","Metformin HCl + Pioglitazone","MET+TZD","0.85g/15mg","714","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토스정15밀리그램","Pioglitazone","TZD","15mg","623","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토스정30밀리그램","Pioglitazone","TZD","30mg","936","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토존메트정15/850밀리그램","Metformin HCl + Pioglitazone","MET+TZD","0.85g/15mg","607","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토존정15밀리그램","Pioglitazone","TZD","15mg","359","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토존정30밀리그램","Pioglitazone","TZD","30mg","940","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토피스정","Pioglitazone","TZD","15mg","551","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액토핀메트정15/850밀리그램","Metformin HCl + Pioglitazone","MET+TZD","0.85g/15mg","607","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액티글리정15밀리그램","Pioglitazone","TZD","15mg","522","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액티엠정","Pioglitazone","TZD","15mg","551","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액피오정15밀리그램","Pioglitazone","TZD","15mg","647","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"액피오정30밀리그램","Pioglitazone","TZD","30mg","940","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스글리엠정10/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","10mg/5mg","714","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스글리엠정25/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","25mg/5mg","810","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스글리토정10/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","10mg/5mg","755","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스글리토정25/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","25mg/5mg","858","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스립틴디정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스립틴엠정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스립틴엠정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스립틴엠정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스립틴정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스립틴정25밀리그램","Sitagliptin","DPP4","25mg","200","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스립틴정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스메트정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스메트정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스메트정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스비아정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스비아정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에스플로정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이다파시타듀오정10/100밀리그램","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이다파정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이다파정5밀리그램","Dapagliflozin","SGLT2_DA","5mg","262","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이브스메트정50/1000밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","1g/50mg","333","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이브스메트정50/500밀리그램","Metformin HCl + Vildagliptin","MET+DPP4","0.5g/50mg","264","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이브스정50밀리그램","Vildagliptin","DPP4","50mg","240","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이시타메트엑스알서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이시타메트엑스알서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이시타메트엑스알서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이시타정100밀리그램","Sitagliptin","DPP4","0.1g","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이시타정25밀리그램","Sitagliptin","DPP4","25mg","200","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이시타정50밀리그램","Sitagliptin","DPP4","50mg","301","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이테넬엠서방정10/500밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.5g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이테넬엠서방정10/750밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","0.75g/10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이테넬엠서방정20/1000밀리그램","Metformin HCl + Teneligliptin","MET+DPP4","1g/20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이테넬정20밀리그램","Teneligliptin","DPP4","20mg","665","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이폴민서방정","Metformin HCl","MET","0.5g","101","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"에이프로젠글리메피리드정","Glimepiride","SU","2mg","157","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑스메트엑스알서방정100/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/0.1g","572","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑스메트엑스알서방정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","420","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑스메트엑스알서방정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑스메트정50/1000밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","1g/50mg","377","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑스메트정50/500밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.5g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑스메트정50/850밀리그램","Metformin HCl + Sitagliptin","MET+DPP4","0.85g/50mg","371","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑시글루에스정","Dapagliflozin + Sitagliptin","SGLT2_DA+DPP4","10mg/0.1g","846","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑시글루엠서방정10/1000밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","10mg/1g","512","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑시글루엠서방정10/500밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","10mg/0.5g","473","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑시글루엠서방정5/1000밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","5mg/1g","381","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
